seed_id,omega,v_f0,d0,t_crash,dv_lead_orig
1349,0.044399218,20.09,33.34,4.9,0.40836148
1350,0.344855377,11.54,9.52,4.95,0.929745386
1351,0.020764636,16.95,11.51,4.85,0.464950827
1352,0.055205143,8.4,19.43,4.95,1.419864073
1353,0.895056846,10.88,32.45,5.0,4.819886619
1354,1.390349987,25.88,69.78,5.0,6.589127756
1355,2.961653488,25.88,69.78,4.9,5.413402452
1356,0.018122541,17.28,15.5,4.95,5.061951308
1357,0.123087457,21.94,88.09,5.2,9.524720481
1358,0.0377963,25.18,76.07,4.9,10.53137085
1359,0.325552159,8.04,16.2,5.1,0.232053296
1360,0.034117598,8.04,16.2,5.05,0.754424307
1361,0.116022301,12.06,13.97,5.05,0.90666714
1362,2.704975967,10.17,10.13,4.9,0.301984583
1363,0.063575499,10.17,10.13,4.9,0.313645558
1364,4.615741838,9.37,6.5,4.85,0.445083116
1365,0.15071046,11.61,14.99,4.95,0.102533407
1366,0.693839027,25.6,40.07,4.85,3.905101628
1367,0.049649558,25.6,40.07,4.85,9.506762583
1368,2.583802687,23.81,58.18,5.15,4.409454609
1369,0.290616899,23.81,58.18,4.9,6.938984232
1370,0.103389303,20.7,46.37,5.15,4.064589922
1371,0.0416237,21.2,41.03,5.1,5.774356608
1372,0.030119078,21.2,41.03,5.15,6.162644696
1373,1.329077976,15.65,12.4,4.9,2.10094032
1374,0.668823128,10.24,8.33,5.05,1.386322806
1375,2.18446876,10.24,8.33,4.85,1.183690788
1376,0.389390357,22.74,42.38,5.2,5.927509453
1377,7.61815434,3.37,4.68,5.2,0.248433956
1378,0.061769794,11.69,23.0,4.85,1.058282198
1379,0.53898208,15.3,17.72,5.0,2.253996451
1380,3.163316937,17.94,4.43,5.05,1.14981147
1381,2.011053986,17.32,47.53,5.2,5.146524063
1382,0.114298756,17.32,47.53,5.0,4.850395428
1383,0.012752355,14.5,23.87,4.85,2.695789434
1384,0.021580118,20.89,39.54,5.2,4.083804285
1385,1.041208327,16.46,30.02,4.85,1.860340614
1386,0.011636083,12.11,30.06,4.95,1.670538564
1387,0.014033882,12.11,30.06,5.2,2.871877068
1388,1.51517975,15.61,30.62,5.0,3.21998561
1389,0.086958946,27.11,31.92,4.9,1.459775049
1390,2.525993501,19.78,31.25,4.95,3.163448847
1391,0.029621819,19.78,31.25,4.95,0.726294791
1392,6.422850325,16.57,23.5,4.95,1.515091602
1393,2.627242187,15.63,19.69,4.85,1.792768744
1394,0.119119146,8.18,6.29,4.95,1.116526882
1395,0.09714992,8.18,6.29,4.85,1.042233275
1396,1.402605958,23.84,76.02,5.05,5.403756388
1397,0.016412231,15.47,18.64,5.15,0.542893742
1398,0.313996171,19.03,19.93,4.9,1.654924763
1399,0.024430009,12.73,26.55,4.95,1.432234509
1400,0.080324605,12.89,17.05,5.15,0.087378806
1401,1.307979358,12.41,8.46,4.85,0.602726648
1402,1.482008893,12.41,8.46,4.85,1.925066524
1403,2.176082145,10.36,8.94,4.95,0.458596181
1404,0.182266611,17.85,19.64,5.2,3.018352032
1405,0.059355271,3.15,11.34,5.0,0.188045355
1406,0.043392789,3.15,11.34,5.0,0.17485054
1407,1.65578024,3.15,11.34,5.1,0.52008719
1408,0.030940258,14.27,45.62,4.9,3.395608419
1409,0.0594082,18.68,20.21,5.2,2.78493703
1410,0.26553067,18.68,20.21,5.15,4.869875838
1411,0.931959229,16.11,37.65,4.9,3.353537453
1412,3.261006091,18.95,30.66,4.85,2.85495913
1413,1.7391294,19.7,12.35,5.0,2.792549426
1414,0.02257132,20.12,43.09,5.2,1.587247141
1415,0.341455737,16.28,22.73,4.85,1.617846656
1416,0.07589531,16.53,47.89,5.2,2.323954373
1417,1.021258737,23.67,10.69,5.2,0.511251153
1418,3.382995036,9.43,29.89,4.85,4.462085864
1419,0.098452446,21.12,60.52,5.2,3.35900853
1420,0.018507794,12.89,6.19,4.95,0.245695629
1421,2.97979824,29.7,10.93,4.9,1.371129261
1422,0.10802452,12.77,17.21,5.15,3.440797572
1423,5.468024439,22.5,5.28,5.0,1.800745476
1424,0.227986125,27.08,54.12,5.0,5.709625682
1425,0.083629437,7.62,28.4,5.2,2.301296317
1426,7.198923897,7.62,28.4,4.9,1.883764865
1427,0.237076971,8.24,18.87,5.1,0.369966905
1428,0.095858905,10.51,20.9,4.95,1.560434535
1429,0.111491021,10.51,20.9,5.05,2.998507187
1430,0.025405437,14.38,34.38,4.9,2.378645721
1431,0.199789881,13.85,12.83,4.85,1.053144617
1432,0.062636866,15.39,39.02,4.9,0.790158474
1433,1.713267632,12.48,41.61,5.1,3.76456496
1434,0.512427891,11.63,3.36,5.05,1.676714539
1435,2.334733092,6.67,10.28,4.95,0.387224656
1436,0.429726751,6.67,10.28,4.85,0.199905529
1437,0.250921672,6.67,10.28,4.95,0.901914591
1438,0.049242586,11.58,28.73,5.05,3.218842057
1439,0.542850991,14.84,13.79,4.85,1.527826903
1440,0.011349213,16.66,16.45,4.95,2.507932253
1441,0.033652745,7.23,11.59,5.0,3.186063841
1442,0.033102947,9.95,9.91,5.05,1.994998602
1443,0.073265507,19.19,19.9,5.15,1.715476626
1444,0.136218636,15.34,53.98,4.85,2.764031473
1445,0.029761777,15.34,53.98,5.1,3.399884701
1446,2.687044647,15.96,25.19,5.1,1.498015902
1447,0.05993018,17.0,34.35,5.0,2.133093374
1448,0.039798746,8.89,30.16,4.85,2.579123704
1449,0.045563402,15.18,20.29,4.85,1.56217968
1450,0.014373042,18.41,41.18,4.95,1.274619474
1451,0.271593928,18.41,41.18,5.2,1.080185218
1452,0.195892834,15.22,47.63,5.15,4.08971433
1453,0.077732702,9.22,8.73,5.0,0.715276908
1454,0.310117193,12.0,9.14,5.15,3.560466151
1455,0.239068101,13.1,9.67,5.1,2.486889801
1456,0.191165785,16.48,13.36,4.85,0.36127098
1457,3.736011618,10.33,3.38,5.05,2.458876072
1458,6.776848322,9.82,35.18,5.2,5.191422497
1459,3.359022759,7.35,11.96,4.85,0.263894794
1460,3.994462553,11.43,17.49,4.85,4.443047811
1461,0.02341846,23.87,36.27,5.05,1.733353733
1462,0.14531317,25.03,30.4,5.1,0.601978898
1463,0.071354757,12.36,32.66,5.05,1.909098487
1464,0.011870824,12.36,32.66,4.95,2.56951161
1465,0.167056648,21.55,21.07,5.1,2.313043211
1466,0.514981194,18.54,33.77,4.85,1.24137064
1467,0.113891814,2.12,3.49,4.85,0.718821564
1468,3.167560726,10.57,6.37,4.85,2.125573891
1469,0.190904647,17.31,16.21,4.9,0.695633631
1470,0.018730846,20.7,17.73,4.9,2.986242538
1471,0.031571537,17.3,19.59,5.0,2.62026171
1472,0.061236509,21.35,36.48,4.85,4.861004339
1473,0.640584693,23.42,40.82,4.9,0.280656696
1474,0.627513919,23.42,40.82,4.95,0.91478968
1475,0.024534251,7.69,14.44,5.2,3.094560839
1476,1.684144334,13.09,7.25,5.0,0.298304531
1477,0.189630267,24.37,47.31,5.1,5.722637305
1478,0.320241279,8.12,8.02,5.0,2.311094783
1479,0.842160662,8.57,31.87,5.1,3.812225406
1480,0.237384707,18.94,4.28,5.15,1.071980754
1481,0.830953608,23.38,20.25,5.0,3.80942491
1482,0.014202823,11.57,11.66,5.15,2.256569139
1483,0.058006568,14.53,19.65,5.0,3.026931334
1484,0.339951126,11.78,37.02,5.15,3.075404713
1485,0.098642522,24.8,34.39,5.1,3.622751769
1486,3.149089887,14.72,18.63,5.1,0.303473988
1487,0.051090635,14.72,18.63,4.95,1.856265023
1488,0.023646351,7.95,7.3,5.15,1.757640515
1489,0.135823754,5.13,3.23,5.0,0.226201903
1490,0.077246573,27.24,46.46,4.95,3.970488731
1491,0.026874015,27.24,46.46,4.95,5.098231568
1492,0.115044351,7.97,9.65,4.9,3.536129544
1493,0.324220915,15.18,26.66,4.85,0.521795278
1494,0.952227925,6.16,7.71,5.05,0.496676855
1495,0.030274867,22.19,42.95,4.85,6.184971383
1496,0.019149575,9.65,25.04,4.9,1.065521253
1497,0.070446424,8.29,17.06,5.0,0.908421649
1498,0.305401146,12.73,7.18,4.95,0.643628713
1499,0.184018092,19.41,79.14,4.95,2.325734068
1500,0.072787126,16.91,32.11,5.05,5.885674355
1501,1.363253311,17.99,20.92,4.85,0.258863816
1502,0.093530833,11.62,22.0,5.05,1.704958247
1503,0.508691697,11.62,22.0,4.95,1.413273579
1504,0.022473329,25.15,37.15,5.15,1.953416085
1505,0.16435429,25.15,37.15,5.1,0.903472973
1506,2.219144383,11.85,13.42,4.95,0.317719205
1507,0.177563124,23.14,79.75,5.2,8.480874362
1508,0.041763836,4.88,16.69,4.85,2.96085026
1509,0.145853722,11.97,9.82,4.9,1.967783184
1510,0.037282896,4.27,16.18,5.2,0.877413039
1511,3.139685974,6.97,27.33,5.05,0.618058585
1512,1.4127503,32.11,23.44,5.0,0.473906503
1513,2.863633787,35.39,71.07,5.05,6.273529006
1514,0.025811564,19.79,37.24,5.05,2.574292496
1515,0.018191425,19.79,37.24,4.95,1.1852697
1516,0.281191655,6.22,11.4,4.85,0.377561445
1517,0.084991415,6.22,11.4,5.2,1.990356218
1518,0.394383125,15.01,33.85,5.15,3.579280141
1519,0.017886499,15.01,33.85,5.15,3.587759137
1520,1.866649145,13.12,7.04,4.9,0.080284594
1521,1.025129675,20.39,42.73,5.0,4.234430304
1522,0.10839686,20.39,42.73,4.95,1.545368483
1523,1.039937291,12.49,33.74,5.2,2.872396445
1524,0.263748653,12.27,54.22,5.15,3.586024896
1525,0.073574682,28.11,78.09,5.1,5.892433884
1526,0.018483225,28.11,78.09,4.85,10.19316725
1527,0.015721404,28.11,78.09,5.1,12.26698698
1528,1.253589577,8.48,8.11,4.9,0.9817104
1529,0.133784609,20.27,7.13,5.0,1.819722973
1530,3.161620653,15.94,28.04,4.95,1.688897464
1531,0.029674569,19.38,42.06,5.05,1.811489309
1532,1.361235412,11.72,14.13,4.9,1.01531824
1533,0.415078275,11.72,14.13,5.15,0.402861549
1534,1.151031933,12.61,30.15,5.0,3.743803738
1535,0.812237616,23.47,46.86,5.0,0.995936441
1536,2.392370061,23.47,46.86,4.95,0.329359822
1537,0.980291358,13.28,16.7,4.9,1.643278888
1538,0.268652581,17.54,20.29,5.1,0.640116165
1539,0.995211588,9.57,20.67,5.15,2.571655392
1540,0.107261095,9.57,20.67,5.0,0.289432293
1541,0.457526916,25.55,41.73,4.9,2.117703019
1542,2.651671397,23.68,11.41,4.9,1.093433553
1543,2.418375901,11.24,3.24,5.0,1.828012819
1544,1.687885381,15.35,23.32,4.85,0.581203489
1545,0.023711425,15.35,23.32,4.9,0.898116407
1546,1.419388945,13.14,21.08,4.85,0.746833172
1547,0.052585332,26.36,48.21,5.2,5.950216746
1548,0.857686805,12.73,12.67,4.9,0.77716664
1549,0.666903348,12.73,12.67,4.85,0.532387164
1550,2.301305013,13.09,9.05,5.1,1.191461037
1551,1.141070402,19.16,11.91,5.15,1.401818626
1552,0.311988472,15.63,27.49,4.9,2.115287232
1553,0.039742381,15.63,27.49,5.0,2.145537418
1554,0.130683969,15.63,27.49,5.1,3.86374052
1555,0.134226767,15.68,31.13,5.15,2.340528007
1556,0.071133134,16.19,33.27,5.15,5.67180345
1557,0.045354193,13.44,11.33,4.85,1.806152774
1558,0.050317507,11.27,35.92,4.9,5.27370784
1559,0.026290501,14.84,52.43,5.2,4.089874896
1560,0.268822047,14.84,52.43,4.85,6.900530757
1561,4.010297537,16.4,11.23,4.85,1.780965302
1562,1.539691903,24.15,36.49,5.15,1.298018207
1563,0.061308791,24.15,36.49,5.2,6.077110723
1564,0.925760165,13.15,19.71,5.05,0.48214843
1565,0.706802244,13.15,19.71,4.9,0.545851101
1566,2.514783127,22.04,7.71,4.95,1.444163538
1567,0.045811017,14.15,11.71,4.95,1.976291188
1568,0.705158928,18.27,6.52,4.9,1.933624926
1569,0.661007341,11.55,8.18,5.0,1.840014676
1570,0.874333866,7.17,20.65,4.85,0.865726201
1571,0.076008265,23.2,13.56,5.15,1.227352076
1572,2.001097954,1.89,5.12,4.9,0.734479197
1573,1.13131821,1.89,5.12,5.15,1.100949794
1574,0.035972754,7.59,32.06,5.2,4.136617235
1575,0.198663243,13.36,16.75,4.9,1.995382186
1576,0.037930184,18.48,11.53,4.95,0.790700714
1577,0.432624896,7.52,16.03,4.9,1.332107358
1578,0.191428149,17.93,36.34,5.15,0.275465841
1579,1.80210238,8.75,27.32,5.0,2.368193392
1580,2.764927318,8.75,27.32,4.95,2.609622747
1581,0.540968293,17.41,27.66,5.15,0.871710894
1582,0.15211949,17.41,27.66,5.1,2.880876742
1583,5.23847288,12.72,51.26,5.05,2.646405218
1584,0.029010345,13.63,23.14,4.9,0.562756273
1585,0.649239845,13.63,23.14,5.1,0.561595068
1586,0.129098669,19.81,46.81,5.2,6.794335432
1587,0.600407669,14.74,14.09,4.85,0.852001432
1588,1.415506806,15.47,22.52,4.9,0.45846087
1589,3.738573349,15.47,22.52,4.95,3.040621136
1590,0.615808058,12.52,14.06,4.9,4.223157672
1591,0.507734252,14.02,13.68,5.2,0.144494392
1592,0.578498018,14.02,13.68,5.0,0.383385651
1593,0.035283526,16.15,23.22,5.2,1.972443955
1594,0.015117235,24.24,37.96,4.95,5.423003982
1595,0.096760211,19.49,23.02,5.2,0.812434884
1596,0.142890655,19.49,23.02,4.9,3.674541223
1597,1.03084156,7.51,16.99,4.95,0.10299991
1598,0.014064898,12.08,32.81,4.9,5.11589443
1599,1.789800967,5.51,4.64,5.15,1.348347792
1600,0.093685709,5.51,4.64,5.15,3.137015324
1601,1.784063868,18.43,28.76,5.0,6.392948004
1602,0.886765921,17.96,66.74,5.15,7.409444796
1603,0.097804908,4.53,9.01,5.15,0.653684621
1604,0.016782085,4.53,9.01,4.95,2.400634938
1605,0.052853784,32.71,55.86,4.9,3.414467983
1606,0.016311924,32.71,55.86,5.15,6.803000909
1607,3.565590809,12.74,10.24,4.95,1.064388818
1608,0.020892919,29.46,42.17,5.2,1.068360601
1609,0.030071717,17.88,44.92,4.9,6.071997691
1610,0.170340259,14.55,39.02,5.05,5.998968096
1611,0.021328653,27.36,77.89,5.2,6.231075378
1612,0.0525868,23.0,83.59,5.15,5.089415648
1613,1.184343826,15.55,5.8,4.9,3.353872236
1614,0.04397499,15.55,5.8,4.95,0.852537839
1615,1.803072316,12.22,38.64,4.95,5.152686519
1616,0.013899036,8.05,19.39,4.95,2.396891569
1617,1.33976503,28.16,53.46,4.9,6.987878662
1618,0.177707899,24.54,50.86,4.85,7.084693372
1619,0.891172467,27.76,42.83,4.9,6.413703969
1620,0.060292706,23.24,62.45,5.05,5.925003855
1621,0.040064351,21.89,39.07,4.95,4.400114694
1622,0.011716717,21.89,39.07,5.2,8.052392926
1623,0.771758278,9.4,6.22,4.9,0.752914321
1624,3.062640499,2.29,10.42,4.85,0.935554549
1625,0.355431109,2.29,10.42,5.15,1.092079561
1626,6.318225306,25.62,66.33,4.9,7.850089137
1627,0.962742592,13.51,7.0,5.0,0.679826499
1628,0.023642583,18.16,23.48,4.9,4.767614577
1629,0.018938758,18.16,23.48,5.1,4.837229752
1630,0.246551095,14.9,28.01,4.85,4.056891768
1631,0.04019553,24.9,45.84,4.95,5.357291847
1632,0.053064493,11.72,10.69,4.85,0.839921303
1633,3.808425341,14.88,42.83,4.95,3.223325901
1634,2.585984619,14.88,42.83,4.9,5.850872105
1635,5.153767275,12.08,17.69,4.9,0.008288542
1636,0.018664555,12.08,17.69,4.95,1.635197761
1637,3.068838105,2.57,4.47,4.95,0.693343059
1638,0.067001933,6.69,24.23,4.95,2.63440713
1639,0.447489385,10.34,19.89,5.15,3.769952073
1640,4.144223349,7.69,10.29,4.85,0.492955087
1641,0.078404807,3.55,3.22,4.9,0.193969901
1642,0.685006947,6.16,17.46,4.85,2.145781905
1643,0.186384033,23.53,14.66,5.1,1.266542152
1644,0.116180929,16.33,40.39,4.9,4.192865984
1645,0.026772604,16.33,40.39,5.15,4.389820745
1646,0.059045882,16.33,40.39,4.9,5.440659361
1647,0.03867564,10.07,9.32,5.15,0.796710151
1648,0.04142869,16.82,17.23,4.85,0.948100193
1649,0.113966796,16.82,17.23,4.85,3.45279491
1650,0.04107481,26.87,82.35,5.0,11.20578014
1651,0.643532089,26.87,82.35,4.9,7.994579905
1652,2.614336581,11.03,8.73,5.0,2.792447388
1653,0.127967237,17.25,18.18,4.9,0.983428387
1654,0.150663347,21.48,16.65,5.2,1.273040467
1655,0.054720222,25.69,45.13,5.05,3.957642016
1656,0.34271565,25.69,45.13,4.85,4.49954915
1657,1.149581977,15.83,17.67,4.85,1.53825167
1658,5.347274867,13.01,8.14,5.15,0.050204154
1659,2.232543838,9.53,30.03,5.2,1.755472189
1660,0.074362551,9.53,30.03,5.2,3.387432749
1661,0.013912701,22.23,43.01,5.2,6.045372368
1662,0.917035311,16.4,54.57,5.05,6.704960124
1663,0.069746961,10.46,25.58,5.0,2.710868254
1664,1.682231744,10.46,25.58,4.95,0.328544875
1665,0.123460496,10.46,25.58,5.15,1.709946768
1666,0.228286248,29.42,33.73,4.95,5.938919898
1667,0.552329178,17.99,70.04,5.2,6.924332103
1668,0.246885818,12.44,12.04,5.0,2.322117996
1669,0.058002108,21.32,20.42,4.85,0.24112431
1670,0.724826136,21.32,20.42,5.05,0.764318055
1671,1.063800969,12.7,40.67,5.05,4.20547257
1672,0.087548996,15.93,19.5,4.85,1.476589273
1673,1.873518034,8.33,6.35,4.9,0.617637378
1674,8.068345467,13.82,7.58,5.0,0.361030046
1675,0.193135903,16.7,10.36,4.85,0.515188221
1676,1.045556431,13.78,3.89,4.9,0.632720325
1677,0.144959635,14.4,9.8,5.15,2.194230012
1678,0.012759679,14.4,9.8,4.95,0.544118038
1679,2.598746874,16.99,4.53,5.0,1.151020994
1680,2.629588033,16.68,22.97,4.85,0.342975519
1681,0.012132393,25.41,40.64,4.9,1.416140732
1682,0.785009457,28.28,12.93,5.1,1.900552225
1683,0.117903404,10.62,12.32,5.15,1.523407772
1684,0.166777977,26.44,33.39,4.9,1.389980411
1685,0.012384711,15.54,42.05,4.9,5.17433638
1686,0.081528678,32.25,102.02,5.2,5.635083623
1687,11.68554896,17.0,9.6,4.85,0.834434108
1688,0.030662249,11.64,30.46,5.15,5.98012226
1689,0.011901484,24.8,62.01,5.15,5.467720966
1690,0.264445213,15.85,23.33,5.2,3.260194431
1691,0.018275756,16.23,21.78,4.9,3.381739914
1692,3.116832101,9.8,5.29,4.85,0.618055382
1693,0.802333282,14.11,3.48,4.95,1.331500907
1694,5.566541223,19.0,7.5,5.1,1.645723594
1695,0.147981562,9.51,32.66,5.1,2.711367397
1696,0.868167161,6.55,4.61,4.85,0.231017659
1697,6.343306969,13.13,14.0,4.95,0.659640944
1698,4.01668202,3.53,4.8,4.95,0.744015787
1699,0.013109747,5.68,13.36,4.85,1.711611649
1700,0.057613289,15.02,33.99,4.9,2.477323634
1701,1.926165611,14.65,54.93,4.95,4.085389818
1702,0.058819747,12.8,4.4,5.2,1.819965421
1703,1.677068073,10.26,19.42,5.2,3.001262025
1704,0.73079405,10.26,19.42,5.1,1.158183893
1705,1.493568617,6.98,25.5,4.95,2.44097992
1706,5.287432806,23.34,20.8,5.0,0.957824952
1707,0.125820425,23.34,20.8,4.85,3.122487477
1708,0.03834986,6.67,6.52,5.2,0.658626274
1709,0.983088751,24.12,5.51,5.2,2.719403475
1710,0.54508607,15.49,47.5,4.85,6.35008305
1711,1.097154495,12.85,10.09,5.05,0.279461892
1712,0.575237972,24.12,50.5,5.0,3.880149078
1713,4.199150091,24.12,50.5,5.0,4.919812253
1714,0.036057526,24.12,50.5,5.2,5.866518806
1715,0.168801498,18.29,9.76,4.85,0.669196308
1716,2.673490779,12.8,7.16,4.9,1.609469471
1717,0.697809814,16.2,30.46,5.0,5.314750016
1718,0.045769894,10.58,32.5,5.2,3.684171343
1719,1.257804446,13.36,14.05,5.0,2.142659262
1720,0.353471563,17.77,22.81,5.05,1.690610128
1721,1.678868711,17.77,22.81,5.15,4.120885672
1722,2.415843392,6.65,5.64,4.9,0.112889231
1723,0.195215776,8.18,10.36,4.85,0.930358165
1724,0.52681961,9.32,16.94,5.2,1.128086946
1725,0.7519728,31.12,36.62,4.85,1.253726197
1726,3.029480431,12.26,6.64,5.0,0.751292223
1727,0.015355425,10.61,30.98,4.85,2.006963965
1728,0.050405902,9.31,9.86,5.1,1.902757089
1729,0.093527057,11.87,25.35,5.05,3.598416028
1730,0.032679803,24.92,34.56,4.9,4.192989647
1731,1.401253564,14.44,57.48,4.9,4.162050158
1732,0.07698009,14.44,57.48,4.85,5.048447599
1733,0.566262849,32.06,63.04,5.05,6.81690616
1734,4.081668296,32.06,63.04,4.95,5.736152045
1735,0.031167449,32.31,54.34,5.2,3.027458098
1736,0.032990395,32.31,54.34,5.2,6.132919356
1737,1.181847822,19.83,14.27,5.0,4.232508304
1738,0.057753132,5.59,14.46,5.05,0.229525157
1739,0.083528628,5.59,14.46,5.0,0.783719711
1740,0.159408494,22.0,20.56,4.85,3.622512691
1741,0.089212306,10.72,22.77,4.95,1.181007637
1742,0.334810364,24.75,45.64,5.05,6.098243719
1743,0.09753782,4.93,4.67,5.05,2.090939042
1744,3.40458544,15.24,9.25,5.15,2.911765274
1745,0.890702826,20.03,18.42,4.95,1.975924098
1746,0.105403873,15.32,13.9,4.85,2.639310745
1747,0.225069401,11.63,25.12,5.15,3.672021991
1748,1.833298767,16.18,23.75,4.85,1.779986447
1749,0.030524967,14.95,21.7,4.85,3.955907508
1750,1.83656842,14.94,44.21,5.15,4.243430696
1751,0.731414678,26.21,46.11,4.95,4.52804637
1752,5.197405347,19.04,12.71,5.05,1.690604396
1753,0.155588186,19.04,12.71,4.85,0.357435348
1754,0.474838063,23.35,22.45,4.85,5.908768407
1755,1.162591662,10.22,30.79,4.85,1.657488042
1756,0.049442551,9.75,12.04,5.15,2.275258767
1757,0.068069309,21.73,58.11,5.2,2.083450319
1758,0.012674219,14.29,29.61,5.1,2.13951617
1759,2.143437835,11.52,32.38,4.85,1.099794272
1760,2.330144433,21.87,44.74,5.15,5.448089
1761,0.023456859,8.97,3.86,4.9,1.783041636
1762,0.556749799,9.04,36.41,4.85,1.061883078
1763,0.439734542,30.24,34.22,4.9,5.459446765
1764,3.731877538,23.45,92.55,5.0,4.898073694
1765,2.180353322,23.45,92.55,4.95,8.151160301
1766,0.057836747,13.81,13.87,4.85,3.751643371
1767,0.206039046,17.01,7.05,5.1,1.006073678
1768,2.905302232,16.54,38.77,4.9,3.029151796
1769,0.593105246,9.1,7.65,5.05,1.823264742
1770,0.121022079,19.7,35.18,4.95,2.049436667
1771,0.018773508,19.7,35.18,5.15,5.417648378
1772,0.046330504,7.11,14.84,5.05,2.300247094
1773,0.815510605,12.49,7.9,5.15,0.129723581
1774,0.823614863,20.88,14.22,5.0,0.32596576
1775,0.080864943,7.24,8.94,5.05,0.534685091
1776,0.212828356,7.24,8.94,5.15,0.580293206
1777,0.363049871,21.19,20.65,4.85,0.613603111
1778,0.782629435,21.19,20.65,4.95,1.810082514
1779,0.604370225,8.21,18.1,5.05,1.83901465
1780,7.620519855,16.36,6.48,4.9,1.021469409
1781,0.27125291,5.34,9.59,5.2,0.661759242
1782,0.616885773,5.34,9.59,5.0,0.175521049
1783,0.34458524,5.34,9.59,5.0,0.666044764
1784,1.39101187,7.36,22.85,4.85,0.340014847
1785,0.414864384,13.67,20.8,4.85,4.911383231
1786,0.358743812,8.79,6.26,5.2,0.369091495
1787,0.554587854,8.79,6.26,4.85,0.427237498
1788,0.212514596,11.89,23.63,5.05,0.470284088
1789,2.907327563,16.99,26.78,5.0,1.636547623
1790,0.023561365,16.99,26.78,4.9,1.986552875
1791,0.125447897,11.89,15.54,5.1,1.398046969
1792,3.785488993,18.68,8.26,5.15,1.633088575
1793,0.101541209,17.42,37.43,5.2,6.869148638
1794,0.017541457,17.42,37.43,4.95,6.797427533
1795,0.023364997,8.69,30.7,5.05,2.800212976
1796,0.370446857,24.38,81.03,4.85,6.880091595
1797,3.379950562,20.16,51.46,5.2,3.23104701
1798,0.063440685,20.16,51.46,5.1,3.13651483
1799,9.19836625,4.87,16.23,5.2,0.44248915
1800,0.199898804,20.56,27.97,5.15,3.870993459
1801,3.844122143,22.04,5.48,4.9,0.534804742
1802,0.032644065,6.88,13.16,5.05,0.440965561
1803,0.044703117,6.88,13.16,4.95,0.981781802
1804,0.04738799,14.01,6.0,5.15,1.010948455
1805,0.352209199,15.09,8.99,5.1,0.19892262
1806,0.926718807,11.1,16.14,4.9,0.797012246
1807,0.022691431,16.54,46.83,5.15,5.631976903
1808,0.395217804,28.81,41.44,4.85,1.961654562
1809,1.006665211,28.81,41.44,5.1,2.754612446
1810,0.039936441,8.76,29.21,5.1,4.307378484
1811,0.255434904,11.85,21.57,4.95,3.398312782
1812,0.905249602,26.54,43.58,5.15,2.956824995
1813,0.146169795,8.64,17.4,4.85,0.813206815
1814,1.349412252,12.01,7.35,4.95,0.871766605
1815,0.392316409,2.53,10.7,5.15,1.032730342
1816,0.713913267,4.09,7.84,4.95,1.752163751
1817,0.571424402,12.68,7.56,4.85,0.145629265
1818,0.037519003,13.54,14.44,4.9,0.673216946
1819,0.023373692,19.99,24.23,4.95,1.376268492
1820,0.132309725,12.8,28.33,5.0,2.442719437
1821,0.499513553,27.68,34.71,4.95,1.598607734
1822,0.095173207,20.24,20.23,4.9,0.206967502
1823,0.033189966,27.45,54.15,4.95,6.364862076
1824,0.331530214,10.52,10.23,5.1,0.697537704
1825,0.045806617,21.96,32.22,5.0,3.141497084
1826,8.006872371,21.79,36.87,4.9,7.042005091
1827,1.170373451,13.15,10.03,5.05,0.163385415
1828,0.497882821,20.18,10.96,4.85,0.356884354
1829,0.675318506,5.84,17.55,5.0,0.167129921
1830,0.403805314,13.0,39.37,4.9,2.807503794
1831,0.020471538,7.51,16.75,5.1,0.78918675
1832,2.972635406,9.23,6.97,4.95,2.222753198
1833,0.382680892,11.23,14.48,4.95,2.059715481
1834,2.249502463,12.06,17.05,4.85,3.176987317
1835,3.566063352,16.34,18.78,4.85,0.370599551
1836,1.349014286,13.43,13.18,5.2,2.114201853
1837,0.011982727,15.99,19.5,5.1,2.776333289
1838,2.840763517,8.52,8.49,4.95,0.329268826
1839,3.41984536,9.46,7.8,5.1,0.618585344
1840,0.056283968,18.55,25.96,5.1,0.805788777
1841,0.1550652,18.06,39.48,5.2,4.170367396
1842,2.398068556,13.17,23.94,4.95,0.424477129
1843,0.090948131,19.13,7.18,4.85,1.124376575
1844,2.357442179,19.48,9.45,5.0,2.031658825
1845,0.130868799,11.89,6.26,5.15,4.586606532
1846,1.114136727,11.89,6.26,5.0,1.222644454
1847,0.563142547,14.19,45.74,5.2,6.9797823
1848,2.675776072,14.19,45.74,4.9,3.982266312
1849,0.677076443,14.28,12.57,5.15,2.498575267
1850,0.299866556,17.68,5.9,4.95,0.473466337
1851,0.581132649,3.24,12.8,5.15,0.988007298
1852,2.537871743,3.24,12.8,5.15,1.644439114
1853,0.174567983,20.55,37.24,4.9,5.416271775
1854,0.152087339,11.17,17.33,4.95,2.043712132
1855,0.474703067,8.98,35.48,5.15,2.90349262
1856,0.143931553,13.3,18.83,5.05,0.512603969
1857,2.493427033,13.04,26.1,4.95,0.951344767
1858,0.151249719,22.07,12.55,4.9,0.049364397
1859,2.939834781,22.07,12.55,4.95,0.610287638
1860,0.200867449,13.61,20.03,5.1,1.579458384
1861,0.128023471,13.49,34.15,4.95,4.863160526
1862,0.086433168,18.36,17.47,4.9,4.352949223
1863,0.065991387,26.08,28.25,5.05,2.59951127
1864,1.083157678,21.56,45.54,4.9,5.083998096
1865,9.496549926,5.09,14.95,4.9,0.996085108
